Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
2015,4,15,12.6,3.1,7.9,10.1,0.0,0.0,0.0,0.0,20.0,41
2015,4,16,13.2,4.5,8.9,9.1,0.0,0.0,0.0,0.0,0.0,<31
2015,4,17,15.1,4.8,10.0,8.0,0.0,0.0,0.0,0.0,28.0,57
2015,4,18,14.1,5.2,9.7,8.3,0.0,0.0,0.0,0.0,30.0,54
2015,4,19,15.1,3.9,9.5,8.5,0.0,0.0,0.0,0.0,30.0,33
2015,4,20,17.1,6.5,11.8,6.2,0.0,0.0,0.0,0.0,0.0,<31
2015,4,21,15.1,8.3,11.7,6.3,0.0,4.2,0.0,4.2,29.0,52
2015,4,22,13.4,6.9,10.2,7.8,0.0,0.0,0.0,0.0,26.0,41
2015,4,23,10.2,5.4,7.8,10.2,0.0,8.8,0.0,8.8,14.0,43
2015,4,24,12.3,4.7,8.5,9.5,0.0,16.4,0.0,16.4,20.0,44
2015,4,25,11.5,5.7,8.6,9.4,0.0,5.8,0.0,5.8,0.0,<31
2015,4,26,14.1,5.3,9.7,8.3,0.0,0.6,0.0,0.6,12.0,35
2015,4,27,18.5,9.3,13.9,4.1,0.0,4.0,0.0,4.0,9.0,32
2015,4,28,14.6,9.9,12.3,5.7,0.0,1.2,0.0,1.2,30.0,59
2015,4,29,15.6,6.1,10.9,7.1,0.0,0.0,0.0,0.0,18.0,37
2015,4,30,14.5,8.1,11.3,6.7,0.0,0.0,0.0,0.0,21.0,39
2015,5,1,15.7,9.5,12.6,5.4,0.0,0.0,0.0,0.0,28.0,56
2015,5,2,14.6,8.1,11.4,6.6,0.0,0.0,0.0,0.0,30.0,59
2015,5,3,15.5,2.9,9.2,8.8,0.0,0.0,0.0,0.0,0.0,<31
2015,5,4,17.6,7.3,12.5,5.5,0.0,1.8,0.0,1.8,21.0,43
2015,5,5,14.1,7.9,11.0,7.0,0.0,0.0,0.0,0.0,19.0,41
2015,5,6,15.4,7.0,11.2,6.8,0.0,0.0,0.0,0.0,20.0,32
2015,5,7,17.8,6.5,12.2,5.8,0.0,0.0,0.0,0.0,29.0,32
2015,5,8,20.4,7.2,13.8,4.2,0.0,0.0,0.0,0.0,0.0,<31
2015,5,9,21.9,8.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,<31
2015,5,10,18.5,10.1,14.3,3.7,0.0,0.0,0.0,0.0,0.0,<31
2015,5,11,16.5,10.7,13.6,4.4,0.0,0.8,0.0,0.8,19.0,33
2015,5,12,19.0,12.1,15.6,2.4,0.0,0.0,0.0,0.0,19.0,32
2015,5,13,17.5,11.6,14.6,3.4,0.0,0.0,0.0,0.0,13.0,35
2015,5,14,16.6,10.4,13.5,4.5,0.0,1.4,0.0,1.4,0.0,<31
2015,5,15,17.3,11.6,14.5,3.5,0.0,0.0,0.0,0.0,0.0,<31
2015,5,16,19.0,12.2,15.6,2.4,0.0,0.0,0.0,0.0,20.0,39
2015,5,17,17.2,12.5,14.9,3.1,0.0,0.0,0.0,0.0,0.0,<31
2015,5,18,20.8,11.5,16.2,1.8,0.0,0.2,0.0,0.2,0.0,<31
2015,5,19,20.7,11.5,16.1,1.9,0.0,0.0,0.0,0.0,19.0,32
2015,5,20,19.4,10.5,15.0,3.0,0.0,0.0,0.0,0.0,0.0,<31
2015,5,21,21.0,12.6,16.8,1.2,0.0,0.0,0.0,0.0,0.0,<31
2015,5,22,20.2,12.6,16.4,1.6,0.0,0.0,0.0,0.0,13.0,35
2015,5,23,18.5,12.7,15.6,2.4,0.0,0.0,0.0,0.0,13.0,32
2015,5,24,19.4,12.6,16.0,2.0,0.0,0.0,0.0,0.0,20.0,37
2015,5,25,18.4,12.4,15.4,2.6,0.0,0.0,0.0,0.0,0.0,<31
2015,5,26,19.1,13.8,16.5,1.5,0.0,0.0,0.0,0.0,0.0,<31
2015,5,27,19.9,14.6,17.3,0.7,0.0,0.0,0.0,0.0,0.0,<31
2015,5,28,22.1,12.2,17.2,0.8,0.0,0.0,0.0,0.0,0.0,<31
2015,5,29,22.5,14.3,18.4,0.0,0.4,0.0,0.0,0.0,0.0,<31
2015,5,30,22.2,12.0,17.1,0.9,0.0,0.0,0.0,0.0,19.0,35
2015,5,31,20.8,9.8,15.3,2.7,0.0,0.0,0.0,0.0,0.0,<31
2015,6,1,19.8,13.0,16.4,1.6,0.0,0.2,0.0,0.2,13.0,43
2015,6,2,17.6,12.3,15.0,3.0,0.0,6.6,0.0,6.6,10.0,32
2015,6,3,18.3,12.5,15.4,2.6,0.0,0.0,0.0,0.0,0.0,<31
2015,6,4,20.6,12.9,16.8,1.2,0.0,0.0,0.0,0.0,0.0,<31
2015,6,5,22.1,10.6,16.4,1.6,0.0,0.0,0.0,0.0,0.0,<31
2015,6,6,23.0,12.1,17.6,0.4,0.0,0.0,0.0,0.0,0.0,<31
2015,6,7,24.8,15.0,19.9,0.0,1.9,0.0,0.0,0.0,29.0,37
2015,6,8,24.0,14.1,19.1,0.0,1.1,0.0,0.0,0.0,29.0,39
2015,6,9,20.5,14.2,17.4,0.6,0.0,0.0,0.0,0.0,30.0,56
2015,6,10,20.8,13.8,17.3,0.7,0.0,0.0,0.0,0.0,29.0,43
2015,6,11,19.7,14.3,17.0,1.0,0.0,0.0,0.0,0.0,28.0,46
2015,6,12,19.1,12.1,15.6,2.4,0.0,0.0,0.0,0.0,27.0,78
2015,6,13,19.3,8.9,14.1,3.9,0.0,0.0,0.0,0.0,29.0,32
2015,6,14,21.6,10.5,16.1,1.9,0.0,0.0,0.0,0.0,0.0,<31
2015,6,15,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,6,16,22.8,12.8,17.8,0.2,0.0,0.0,0.0,0.0,11.0,39
2015,6,17,21.1,11.5,16.3,1.7,0.0,0.0,0.0,0.0,20.0,39
2015,6,18,21.7,13.2,17.5,0.5,0.0,4.2,0.0,4.2,21.0,37
2015,6,19,20.4,11.6,16.0,2.0,0.0,0.0,0.0,0.0,0.0,<31
2015,6,20,20.6,11.7,16.2,1.8,0.0,0.0,0.0,0.0,25.0,41
2015,6,21,24.2,11.0,17.6,0.4,0.0,0.0,0.0,0.0,29.0,39
2015,6,22,23.1,13.2,18.2,0.0,0.2,0.0,0.0,0.0,13.0,35
2015,6,23,24.0,11.8,17.9,0.1,0.0,0.0,0.0,0.0,19.0,35
2015,6,24,23.1,15.3,19.2,0.0,1.2,0.0,0.0,0.0,0.0,<31
2015,6,25,25.5,14.9,20.2,0.0,2.2,0.0,0.0,0.0,0.0,<31
2015,6,26,24.8,17.7,21.3,0.0,3.3,0.0,0.0,0.0,30.0,35
2015,6,27,25.4,15.4,20.4,0.0,2.4,0.0,0.0,0.0,30.0,41
2015,6,28,26.6,17.7,22.2,0.0,4.2,0.0,0.0,0.0,19.0,43
2015,6,29,28.3,18.8,23.6,0.0,5.6,0.0,0.0,0.0,20.0,43
2015,6,30,24.8,15.9,20.4,0.0,2.4,0.0,0.0,0.0,28.0,46
2015,7,1,23.9,17.2,20.6,0.0,2.6,0.0,0.0,0.0,29.0,46
2015,7,2,24.6,17.8,21.2,0.0,3.2,0.0,0.0,0.0,30.0,43
2015,7,3,24.8,16.5,20.7,0.0,2.7,0.0,0.0,0.0,29.0,43
2015,7,4,24.6,16.7,20.7,0.0,2.7,0.0,0.0,0.0,30.0,41
2015,7,5,25.6,16.2,20.9,0.0,2.9,0.0,0.0,0.0,30.0,44
2015,7,6,27.1,16.5,21.8,0.0,3.8,0.0,0.0,0.0,0.0,<31
2015,7,7,22.7,14.4,18.6,0.0,0.6,0.0,0.0,0.0,20.0,39
2015,7,8,23.8,15.2,19.5,0.0,1.5,0.0,0.0,0.0,20.0,33
2015,7,9,26.0,14.7,20.4,0.0,2.4,0.0,0.0,0.0,19.0,39
2015,7,10,22.9,16.0,19.5,0.0,1.5,0.0,0.0,0.0,9.0,44
2015,7,11,18.7,15.9,17.3,0.7,0.0,1.4,0.0,1.4,0.0,<31
2015,7,12,24.2,16.0,20.1,0.0,2.1,0.0,0.0,0.0,20.0,37
2015,7,13,21.8,16.7,19.3,0.0,1.3,0.0,0.0,0.0,20.0,33
2015,7,14,22.3,13.8,18.1,0.0,0.1,0.0,0.0,0.0,23.0,32
2015,7,15,23.1,13.8,18.5,0.0,0.5,0.0,0.0,0.0,27.0,37
2015,7,16,21.9,15.9,18.9,0.0,0.9,0.0,0.0,0.0,28.0,65
2015,7,17,22.9,13.4,18.2,0.0,0.2,0.0,0.0,0.0,30.0,41
2015,7,18,26.4,16.5,21.5,0.0,3.5,0.0,0.0,0.0,31.0,39
2015,7,19,27.3,17.8,22.6,0.0,4.6,0.0,0.0,0.0,0.0,<31
2015,7,20,24.3,16.5,20.4,0.0,2.4,0.0,0.0,0.0,10.0,48
2015,7,21,22.7,16.2,19.5,0.0,1.5,0.0,0.0,0.0,19.0,37
2015,7,22,22.5,13.8,18.2,0.0,0.2,0.0,0.0,0.0,11.0,37
2015,7,23,23.4,12.0,17.7,0.3,0.0,0.0,0.0,0.0,17.0,39
2015,7,24,18.1,14.2,16.2,1.8,0.0,11.2,0.0,11.2,11.0,32
2015,7,25,21.8,14.0,17.9,0.1,0.0,0.0,0.0,0.0,20.0,37
2015,7,26,18.3,13.9,16.1,1.9,0.0,8.2,0.0,8.2,21.0,33
2015,7,27,21.4,13.1,17.3,0.7,0.0,0.0,0.0,0.0,21.0,33
2015,7,28,22.4,13.7,18.1,0.0,0.1,0.0,0.0,0.0,21.0,33
2015,7,29,24.2,14.7,19.5,0.0,1.5,0.0,0.0,0.0,0.0,<31
2015,7,30,26.4,14.0,20.2,0.0,2.2,0.0,0.0,0.0,0.0,<31
2015,7,31,25.5,15.0,20.3,0.0,2.3,0.0,0.0,0.0,0.0,<31
2015,8,1,24.3,16.8,20.6,0.0,2.6,0.0,0.0,0.0,30.0,35
2015,8,2,23.9,17.5,20.7,0.0,2.7,0.0,0.0,0.0,30.0,32
2015,8,3,23.2,14.4,18.8,0.0,0.8,0.0,0.0,0.0,0.0,<31
2015,8,4,22.5,15.9,19.2,0.0,1.2,0.0,0.0,0.0,28.0,39
2015,8,5,19.3,14.4,16.9,1.1,0.0,2.4,0.0,2.4,10.0,37
2015,8,6,22.4,14.4,18.4,0.0,0.4,1.0,0.0,1.0,0.0,<31
2015,8,7,23.2,13.6,18.4,0.0,0.4,0.0,0.0,0.0,21.0,33
2015,8,8,21.8,15.6,18.7,0.0,0.7,0.4,0.0,0.4,14.0,33
2015,8,9,23.4,15.8,19.6,0.0,1.6,5.6,0.0,5.6,0.0,<31
2015,8,10,22.6,14.4,18.5,0.0,0.5,0.0,0.0,0.0,0.0,<31
2015,8,11,24.1,14.6,19.4,0.0,1.4,0.0,0.0,0.0,30.0,43
2015,8,12,26.8,17.1,22.0,0.0,4.0,0.0,0.0,0.0,29.0,37
2015,8,13,24.3,15.8,20.1,0.0,2.1,0.0,0.0,0.0,0.0,<31
2015,8,14,18.8,15.0,16.9,1.1,0.0,0.0,0.0,0.0,11.0,44
2015,8,15,20.6,14.5,17.6,0.4,0.0,0.4,0.0,0.4,0.0,<31
2015,8,16,22.2,14.5,18.4,0.0,0.4,0.0,0.0,0.0,0.0,<31
2015,8,17,21.8,12.2,17.0,1.0,0.0,0.0,0.0,0.0,0.0,<31
2015,8,18,22.8,14.0,18.4,0.0,0.4,0.0,0.0,0.0,29.0,41
2015,8,19,24.6,16.5,20.6,0.0,2.6,0.0,0.0,0.0,31.0,39
2015,8,20,22.4,15.3,18.9,0.0,0.9,0.0,0.0,0.0,29.0,46
2015,8,21,21.0,14.3,17.7,0.3,0.0,0.0,0.0,0.0,29.0,59
2015,8,22,24.0,10.6,17.3,0.7,0.0,0.0,0.0,0.0,0.0,<31
2015,8,23,22.7,11.7,17.2,0.8,0.0,0.0,0.0,0.0,0.0,<31
2015,8,24,22.8,12.9,17.9,0.1,0.0,0.0,0.0,0.0,21.0,35
2015,8,25,20.2,11.7,16.0,2.0,0.0,0.0,0.0,0.0,0.0,<31
2015,8,26,21.8,11.7,16.8,1.2,0.0,0.0,0.0,0.0,0.0,<31
2015,8,27,25.4,14.7,20.1,0.0,2.1,0.0,0.0,0.0,0.0,<31
2015,8,28,21.5,15.0,18.3,0.0,0.3,10.2,0.0,10.2,0.0,<31
2015,8,29,21.4,15.1,18.3,0.0,0.3,18.6,0.0,18.6,14.0,80
2015,8,30,20.2,13.6,16.9,1.1,0.0,7.0,0.0,7.0,18.0,41
2015,8,31,16.5,14.2,15.4,2.6,0.0,22.2,0.0,22.2,14.0,52
2015,9,1,16.2,13.7,15.0,3.0,0.0,2.0,0.0,2.0,17.0,56
2015,9,2,17.0,9.8,13.4,4.6,0.0,4.6,0.0,4.6,18.0,39
2015,9,3,16.4,10.2,13.3,4.7,0.0,0.4,0.0,0.4,0.0,<31
2015,9,4,16.9,7.6,12.3,5.7,0.0,0.0,0.0,0.0,31.0,35
2015,9,5,18.8,8.4,13.6,4.4,0.0,0.0,0.0,0.0,0.0,<31
2015,9,6,16.7,11.9,14.3,3.7,0.0,0.2,0.0,0.2,0.0,<31
2015,9,7,20.3,11.5,15.9,2.1,0.0,0.6,0.0,0.6,0.0,<31
2015,9,8,19.8,13.8,16.8,1.2,0.0,3.4,0.0,3.4,10.0,39
2015,9,9,22.7,14.3,18.5,0.0,0.5,0.0,0.0,0.0,0.0,<31
2015,9,10,20.2,12.1,16.2,1.8,0.0,0.0,0.0,0.0,29.0,32
2015,9,11,20.1,13.5,16.8,1.2,0.0,0.0,0.0,0.0,30.0,33
2015,9,12,20.6,14.8,17.7,0.3,0.0,0.0,0.0,0.0,29.0,39
2015,9,13,17.6,13.8,15.7,2.3,0.0,0.0,0.0,0.0,28.0,56
2015,9,14,15.7,8.5,12.1,5.9,0.0,0.0,0.0,0.0,29.0,43
2015,9,15,17.1,10.3,13.7,4.3,0.0,0.0,0.0,0.0,0.0,<31
2015,9,16,19.2,9.9,14.6,3.4,0.0,0.0,0.0,0.0,13.0,33
2015,9,17,18.1,12.4,15.3,2.7,0.0,3.4,0.0,3.4,0.0,<31
2015,9,18,16.8,12.4,14.6,3.4,0.0,1.4,0.0,1.4,11.0,32
2015,9,19,17.1,13.9,15.5,2.5,0.0,16.8,0.0,16.8,14.0,37
2015,9,20,20.6,12.8,16.7,1.3,0.0,0.4,0.0,0.4,28.0,63
2015,9,21,15.9,8.5,12.2,5.8,0.0,0.0,0.0,0.0,27.0,56
2015,9,22,16.8,7.2,12.0,6.0,0.0,0.0,0.0,0.0,21.0,32
2015,9,23,18.2,6.0,12.1,5.9,0.0,0.6,0.0,0.6,11.0,35
2015,9,24,17.5,10.8,14.2,3.8,0.0,4.8,0.0,4.8,0.0,<31
2015,9,25,15.6,9.2,12.4,5.6,0.0,3.2,0.0,3.2,0.0,<31
2015,9,26,15.5,7.2,11.4,6.6,0.0,0.0,0.0,0.0,29.0,46
2015,9,27,14.9,6.1,10.5,7.5,0.0,0.0,0.0,0.0,0.0,<31
2015,9,28,15.7,5.9,10.8,7.2,0.0,0.0,0.0,0.0,31.0,33
2015,9,29,16.6,7.0,11.8,6.2,0.0,0.0,0.0,0.0,0.0,<31
2015,9,30,17.1,7.1,12.1,5.9,0.0,0.0,0.0,0.0,0.0,<31
2015,10,1,15.0,8.0,11.5,6.5,0.0,0.0,0.0,0.0,0.0,<31
2015,10,2,14.6,9.1,11.9,6.1,0.0,0.0,0.0,0.0,0.0,<31
2015,10,3,15.9,6.8,11.4,6.6,0.0,0.0,0.0,0.0,29.0,33
2015,10,4,16.9,6.1,11.5,6.5,0.0,0.0,0.0,0.0,0.0,<31
2015,10,5,16.4,6.3,11.4,6.6,0.0,0.0,0.0,0.0,0.0,<31
2015,10,6,17.7,7.8,12.8,5.2,0.0,2.2,0.0,2.2,10.0,32
2015,10,7,15.4,13.1,14.3,3.7,0.0,14.6,0.0,14.6,0.0,<31
2015,10,8,17.2,13.1,15.2,2.8,0.0,0.0,0.0,0.0,0.0,<31
2015,10,9,18.8,11.8,15.3,2.7,0.0,0.4,0.0,0.4,14.0,44
2015,10,10,17.8,13.8,15.8,2.2,0.0,13.4,0.0,13.4,14.0,54
2015,10,11,15.6,8.6,12.1,5.9,0.0,0.0,0.0,0.0,26.0,41
2015,10,12,13.2,11.1,12.2,5.8,0.0,10.8,0.0,10.8,8.0,33
2015,10,13,14.5,8.2,11.4,6.6,0.0,0.0,0.0,0.0,28.0,33
2015,10,14,13.1,6.2,9.7,8.3,0.0,0.0,0.0,0.0,29.0,35
2015,10,15,14.6,6.0,10.3,7.7,0.0,0.0,0.0,0.0,0.0,<31
2015,10,16,15.4,4.7,10.1,7.9,0.0,0.0,0.0,0.0,0.0,<31
2015,10,17,16.5,10.2,13.4,4.6,0.0,0.2,0.0,0.2,0.0,<31
2015,10,18,14.3,12.4,13.4,4.6,0.0,1.0,0.0,1.0,0.0,<31
2015,10,19,14.5,10.6,12.6,5.4,0.0,1.2,0.0,1.2,29.0,32
2015,10,20,14.4,8.7,11.6,6.4,0.0,0.0,0.0,0.0,0.0,<31
2015,10,21,13.8,6.2,10.0,8.0,0.0,0.2,0.0,0.2,0.0,<31
2015,10,22,13.0,6.9,10.0,8.0,0.0,0.0,0.0,0.0,0.0,<31
2015,10,23,12.5,5.2,8.9,9.1,0.0,0.0,0.0,0.0,0.0,<31
2015,10,24,12.2,4.1,8.2,9.8,0.0,0.0,0.0,0.0,0.0,<31
2015,10,25,13.5,8.4,11.0,7.0,0.0,1.8,0.0,1.8,31.0,35
2015,10,26,14.5,9.0,11.8,6.2,0.0,6.6,0.0,6.6,15.0,32
2015,10,27,14.0,5.5,9.8,8.2,0.0,0.0,0.0,0.0,0.0,<31
2015,10,28,12.0,9.2,10.6,7.4,0.0,15.8,0.0,15.8,0.0,<31
2015,10,29,15.4,10.0,12.7,5.3,0.0,5.6,0.0,5.6,0.0,<31
2015,10,30,13.6,10.2,11.9,6.1,0.0,16.4,0.0,16.4,24.0,50
2015,10,31,15.8,9.2,12.5,5.5,0.0,22.6,0.0,22.6,7.0,39
2015,11,1,11.6,7.1,9.4,8.6,0.0,25.2,0.0,25.2,14.0,46
2015,11,2,10.8,4.6,7.7,10.3,0.0,0.0,0.0,0.0,29.0,37
2015,11,3,10.1,2.3,6.2,11.8,0.0,0.0,0.0,0.0,0.0,<31
2015,11,4,8.7,2.2,5.5,12.5,0.0,0.0,0.0,0.0,0.0,<31
2015,11,5,10.9,4.6,7.8,10.2,0.0,1.8,0.0,1.8,0.0,<31
2015,11,6,10.6,5.2,7.9,10.1,0.0,8.0,0.0,8.0,7.0,33
2015,11,7,11.1,7.7,9.4,8.6,0.0,46.2,0.0,46.2,10.0,46
2015,11,8,10.3,5.4,7.9,10.1,0.0,0.8,0.0,0.8,6.0,35
2015,11,9,9.6,2.5,6.1,11.9,0.0,0.0,0.0,0.0,29.0,35
2015,11,10,8.9,1.0,5.0,13.0,0.0,3.6,0.0,3.6,15.0,46
2015,11,11,10.2,4.0,7.1,10.9,0.0,4.2,0.0,4.2,21.0,43
2015,11,12,9.2,3.2,6.2,11.8,0.0,25.6,0.0,25.6,15.0,59
2015,11,13,12.2,8.0,10.1,7.9,0.0,7.0,0.0,7.0,15.0,52
2015,11,14,8.9,6.4,7.7,10.3,0.0,6.6,0.0,6.6,29.0,32
2015,11,15,8.1,5.8,7.0,11.0,0.0,1.8,0.0,1.8,28.0,59
2015,11,16,6.9,-0.3,3.3,14.7,0.0,26.0,0.0,26.0,7.0,48
2015,11,17,13.1,5.5,9.3,8.7,0.0,5.8,0.0,5.8,30.0,69
2015,11,18,7.5,3.4,5.5,12.5,0.0,0.0,0.0,0.0,28.0,61
2015,11,19,6.7,-1.4,2.7,15.3,0.0,0.0,0.0,0.0,29.0,41
2015,11,20,6.1,-3.1,1.5,16.5,0.0,0.0,0.0,0.0,0.0,<31
2015,11,21,6.2,-3.4,1.4,16.6,0.0,0.0,0.0,0.0,0.0,<31
2015,11,22,6.9,-1.6,2.7,15.3,0.0,0.0,0.0,0.0,0.0,<31
2015,11,23,5.5,3.0,4.3,13.7,0.0,6.2,0.0,6.2,0.0,<31
2015,11,24,8.6,-2.2,3.2,14.8,0.0,2.0,0.0,2.0,30.0,37
2015,11,25,6.3,-4.0,1.2,16.8,0.0,0.0,0.0,0.0,0.0,<31
2015,11,26,6.4,-3.7,1.4,16.6,0.0,0.0,0.0,0.0,0.0,<31
2015,11,27,6.3,-4.0,1.2,16.8,0.0,0.0,0.0,0.0,0.0,<31
2015,11,28,5.2,-4.7,0.3,17.7,0.0,0.0,0.0,0.0,0.0,<31
2015,11,29,4.3,-4.5,-0.1,18.1,0.0,0.0,0.0,0.0,0.0,<31
2015,11,30,7.5,-5.3,1.1,16.9,0.0,0.0,0.0,0.0,8.0,32
2015,12,1,10.8,5.2,8.0,10.0,0.0,11.6,0.0,11.6,10.0,39
2015,12,2,11.0,6.8,8.9,9.1,0.0,2.2,0.0,2.2,10.0,46
2015,12,3,13.9,7.1,10.5,7.5,0.0,9.0,0.0,9.0,12.0,72
2015,12,4,10.4,4.4,7.4,10.6,0.0,3.0,0.0,3.0,16.0,43
2015,12,5,9.4,6.9,8.2,9.8,0.0,32.2,0.0,32.2,10.0,59
2015,12,6,10.7,7.4,9.1,8.9,0.0,18.8,0.0,18.8,14.0,72
2015,12,7,10.3,8.5,9.4,8.6,0.0,10.6,0.0,10.6,16.0,69
2015,12,8,13.8,8.1,11.0,7.0,0.0,16.6,0.0,16.6,13.0,54
2015,12,9,10.6,6.5,8.6,9.4,0.0,8.8,0.0,8.8,21.0,46
2015,12,10,10.8,5.8,8.3,9.7,0.0,9.0,0.0,9.0,12.0,69
2015,12,11,11.3,2.6,7.0,11.0,0.0,0.0,0.0,0.0,13.0,39
2015,12,12,8.7,1.5,5.1,12.9,0.0,26.4,0.0,26.4,17.0,65
2015,12,13,8.6,5.9,7.3,10.7,0.0,13.2,0.0,13.2,28.0,63
2015,12,14,6.7,1.8,4.3,13.7,0.0,0.8,0.0,0.8,29.0,43
2015,12,15,5.3,1.8,3.6,14.4,0.0,0.0,0.0,2.4,0.0,0.0
2015,12,16,5.3,0.1,2.7,15.3,0.0,0.0,0.0,0.0,29.0,39
2015,12,17,3.4,0.8,2.1,15.9,0.0,12.8,0.0,12.8,0.0,<31
2015,12,18,8.5,2.9,5.7,12.3,0.0,14.6,0.0,14.6,20.0,48
2015,12,19,7.3,3.5,5.4,12.6,0.0,0.0,0.0,0.0,15.0,48
2015,12,20,7.6,2.3,5.0,13.0,0.0,7.2,0.0,7.2,15.0,54
2015,12,21,5.9,2.0,4.0,14.0,0.0,2.4,0.0,2.4,29.0,43
2015,12,22,4.9,-0.1,2.4,15.6,0.0,7.4,0.0,7.4,8.0,35
2015,12,23,6.1,1.1,3.6,14.4,0.0,8.6,0.0,8.6,12.0,33
2015,12,24,5.0,2.1,3.6,14.4,0.0,1.4,0.0,1.4,29.0,32
2015,12,25,5.1,-0.7,2.2,15.8,0.0,0.0,0.0,0.0,29.0,35
2015,12,26,3.8,-0.1,1.9,16.1,0.0,0.2,0.0,0.2,7.0,32
2015,12,27,5.4,1.2,3.3,14.7,0.0,13.0,0.0,13.0,11.0,48
2015,12,28,4.6,-0.4,2.1,15.9,0.0,0.4,0.0,0.4,0.0,<31
2015,12,29,5.6,-1.9,1.9,16.1,0.0,0.0,0.0,0.0,0.0,<31
2015,12,30,2.6,-4.5,-1.0,19.0,0.0,0.0,0.0,0.0,0.0,<31
2015,12,31,2.7,-5.4,-1.4,19.4,0.0,0.0,0.0,0.0,0.0,<31
2016,1,1,2.6,-6.1,-1.8,19.8,0.0,0.0,0.0,0.0,0.0,<31
2016,1,2,2.6,-6.5,-2.0,20.0,0.0,0.0,0.0,0.0,0.0,<31
2016,1,3,2.9,-5.3,-1.2,19.2,0.0,0.0,0.0,0.0,0.0,<31
2016,1,4,4.1,-2.6,0.8,17.2,0.0,0.8,0.0,0.8,0.0,<31
2016,1,5,4.0,-2.9,0.6,17.4,0.0,7.8,1.0,8.8,32.0,43
2016,1,6,6.7,2.4,4.6,13.4,0.0,1.8,0.0,1.8,29.0,37
2016,1,7,6.1,1.1,3.6,14.4,0.0,0.0,0.0,0.0,0.0,<31
2016,1,8,7.5,0.0,3.8,14.2,0.0,0.0,0.0,0.0,0.0,<31
2016,1,9,6.3,-2.3,2.0,16.0,0.0,0.0,0.0,0.0,0.0,<31
2016,1,10,7.0,-3.0,2.0,16.0,0.0,0.0,0.0,0.0,32.0,35
2016,1,11,6.0,-4.1,1.0,17.0,0.0,12.8,0.0,12.8,0.0,<31
2016,1,12,7.7,4.6,6.2,11.8,0.0,16.8,0.0,16.8,8.0,33
2016,1,13,8.8,1.9,5.4,12.6,0.0,9.6,0.0,9.6,20.0,33
2016,1,14,8.4,2.2,5.3,12.7,0.0,0.8,0.0,0.8,32.0,33
2016,1,15,5.6,-2.0,1.8,16.2,0.0,0.2,0.0,0.2,0.0,<31
2016,1,16,8.9,4.8,6.9,11.1,0.0,12.8,0.0,12.8,9.0,37
2016,1,17,10.0,6.8,8.4,9.6,0.0,7.0,0.0,7.0,12.0,48
2016,1,18,9.8,6.1,8.0,10.0,0.0,4.6,0.0,4.6,6.0,41
2016,1,19,9.6,3.4,6.5,11.5,0.0,0.8,0.0,0.8,13.0,39
2016,1,20,8.5,0.3,4.4,13.6,0.0,2.0,0.0,2.0,10.0,39
2016,1,21,10.8,5.6,8.2,9.8,0.0,25.4,0.0,25.4,7.0,35
2016,1,22,11.3,7.0,9.2,8.8,0.0,14.0,0.0,14.0,16.0,43
2016,1,23,8.2,4.1,6.2,11.8,0.0,0.0,0.0,0.0,29.0,32
2016,1,24,9.4,2.5,6.0,12.0,0.0,1.0,0.0,1.0,0.0,<31
2016,1,25,9.6,2.4,6.0,12.0,0.0,0.0,0.0,0.0,0.0,<31
2016,1,26,10.1,7.2,8.7,9.3,0.0,0.0,0.0,0.0,8.0,37
2016,1,27,12.2,9.2,10.7,7.3,0.0,17.2,0.0,17.2,11.0,44
2016,1,28,12.0,4.2,8.1,9.9,0.0,12.8,0.0,12.8,15.0,54
2016,1,29,7.9,4.2,6.1,11.9,0.0,8.2,0.0,8.2,20.0,37
2016,1,30,7.0,2.1,4.6,13.4,0.0,1.8,0.0,1.8,16.0,41
2016,1,31,6.5,2.8,4.7,13.3,0.0,9.0,0.0,9.0,15.0,37
2016,2,1,6.6,2.1,4.4,13.6,0.0,1.2,0.0,1.2,0.0,<31
2016,2,2,7.1,2.9,5.0,13.0,0.0,1.6,0.0,1.6,0.0,<31
2016,2,3,7.8,4.1,6.0,12.0,0.0,12.2,0.0,12.2,9.0,43
2016,2,4,8.8,5.3,7.1,10.9,0.0,4.4,0.0,4.4,19.0,39
2016,2,5,10.6,6.2,8.4,9.6,0.0,8.0,0.0,8.0,28.0,65
2016,2,6,9.4,2.4,5.9,12.1,0.0,0.0,0.0,0.0,26.0,33
2016,2,7,7.7,1.6,4.7,13.3,0.0,0.4,0.0,0.4,0.0,<31
2016,2,8,9.1,3.8,6.5,11.5,0.0,0.0,0.0,0.0,31.0,33
2016,2,9,13.3,1.3,7.3,10.7,0.0,0.0,0.0,0.0,0.0,<31
2016,2,10,11.9,3.8,7.9,10.1,0.0,5.0,0.0,5.0,12.0,48
2016,2,11,10.9,4.4,7.7,10.3,0.0,8.8,0.0,8.8,4.0,33
2016,2,12,13.6,8.0,10.8,7.2,0.0,15.4,0.0,15.4,19.0,37
2016,2,13,10.3,5.1,7.7,10.3,0.0,13.2,0.0,13.2,16.0,35
